tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other,dns_ratio,web_ratio,app_ratio,other_ratio,destination_diversity
2026-08-02,07:00,192.168.2.162,9,5,1,3,6,7808,867.56,0,9,0,0,0.0,1.0,0.0,0.0,0.5556
2026-08-02,07:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-08-02,07:00,192.168.2.191,63,25,7,32,31,35989,571.25,4,52,7,0,0.0635,0.8254,0.1111,0.0,0.3968
2026-08-02,07:00,192.168.2.195,18,9,2,15,3,4584,254.67,0,18,0,0,0.0,1.0,0.0,0.0,0.5
2026-08-02,08:00,192.168.2.162,27,13,1,17,10,13600,503.7,0,27,0,0,0.0,1.0,0.0,0.0,0.4815
2026-08-02,08:00,192.168.2.165,4,1,1,4,0,176,44.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25
2026-08-02,08:00,192.168.2.191,60,30,5,31,29,33742,562.37,0,51,9,0,0.0,0.85,0.15,0.0,0.5
2026-08-02,08:00,192.168.2.195,240,72,2,126,114,73353,305.64,32,208,0,0,0.1333,0.8667,0.0,0.0,0.3
2026-08-02,09:00,192.168.2.162,14,10,2,5,9,8405,600.36,0,13,1,0,0.0,0.9286,0.0714,0.0,0.7143
2026-08-02,09:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-08-02,09:00,192.168.2.191,177,59,4,82,95,111712,631.14,1,174,2,0,0.0056,0.9831,0.0113,0.0,0.3333
2026-08-02,09:00,192.168.2.195,194,42,3,86,108,69538,358.44,39,155,0,0,0.201,0.799,0.0,0.0,0.2165
2026-08-02,10:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-08-02,10:00,192.168.2.191,295,60,8,138,157,93813,318.01,82,151,62,0,0.278,0.5119,0.2102,0.0,0.2034
2026-08-02,10:00,192.168.2.195,143,24,2,26,117,69731,487.63,38,105,0,0,0.2657,0.7343,0.0,0.0,0.1678
2026-08-02,11:00,192.168.2.162,34,22,2,23,11,14160,416.47,0,33,1,0,0.0,0.9706,0.0294,0.0,0.6471
2026-08-02,11:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-08-02,11:00,192.168.2.191,536,75,7,288,248,133841,249.7,175,290,71,0,0.3265,0.541,0.1325,0.0,0.1399
2026-08-02,11:00,192.168.2.195,149,36,2,33,116,63317,424.95,38,111,0,0,0.255,0.745,0.0,0.0,0.2416
2026-08-02,12:00,192.168.2.162,43,18,2,19,24,29156,678.05,0,42,1,0,0.0,0.9767,0.0233,0.0,0.4186
2026-08-02,12:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-08-02,12:00,192.168.2.191,476,77,8,170,306,249542,524.25,104,334,38,0,0.2185,0.7017,0.0798,0.0,0.1618
2026-08-02,12:00,192.168.2.195,89,30,2,25,64,42469,477.18,19,70,0,0,0.2135,0.7865,0.0,0.0,0.3371
2026-08-02,13:00,192.168.2.162,3,3,1,2,1,1348,449.33,0,3,0,0,0.0,1.0,0.0,0.0,1.0
2026-08-02,13:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-08-02,13:00,192.168.2.191,470,83,9,226,244,177812,378.32,108,284,72,6,0.2298,0.6043,0.1532,0.0128,0.1766
2026-08-02,13:00,192.168.2.195,183,69,3,119,64,53514,292.43,24,158,1,0,0.1311,0.8634,0.0055,0.0,0.377
2026-08-02,14:00,192.168.2.162,28,20,2,19,9,10162,362.93,0,27,1,0,0.0,0.9643,0.0357,0.0,0.7143
2026-08-02,14:00,192.168.2.165,4,1,1,4,0,176,44.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25
2026-08-02,14:00,192.168.2.191,82,35,7,36,46,40614,495.29,6,52,24,0,0.0732,0.6341,0.2927,0.0,0.4268
2026-08-02,14:00,192.168.2.195,212,56,2,77,135,75553,356.38,37,175,0,0,0.1745,0.8255,0.0,0.0,0.2642
